b,continuity_recovery_rate,cross_platform_link_rate,false_negative_rate,link_rate_cross_platform_long,link_rate_cross_platform_short,link_rate_intra_platform_distant,link_rate_migration_consecutive,link_rate_post_migration_consecutive,link_rate_pre_migration_consecutive,mean_J_cross_platform_long,mean_J_cross_platform_short,mean_J_intra_platform_distant,mean_J_migration_consecutive,mean_J_post_migration_consecutive,mean_J_pre_migration_consecutive,migration_degradation,migration_link_rate,n_cross_platform_long,n_cross_platform_short,n_intra_platform_distant,n_migration_consecutive,n_post_migration_consecutive,n_pre_migration_consecutive,post_migration_recovery,r,seed,sweep_key,sweep_value
2,0.4,0.0,1.0,0.0,0.0,0.05,0.0,0.2,0.6,0.3385416666666667,0.55,0.76875,0.625,0.9125,0.925,0.4,0.0,30,5,20,1,5,5,0.2,16,97,perturbation_magnitude,0.4
4,0.9,0.6,0.0,0.0,0.6,0.55,1.0,0.8,1.0,0.3385416666666667,0.55,0.76875,0.625,0.9125,0.925,-0.09999999999999998,1.0,30,5,20,1,5,5,0.8,8,97,perturbation_magnitude,0.4
8,1.0,1.0,0.0,0.13333333333333333,1.0,1.0,1.0,1.0,1.0,0.3385416666666667,0.55,0.76875,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,97,perturbation_magnitude,0.4
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3385416666666667,0.55,0.76875,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,97,perturbation_magnitude,0.4
2,0.5,0.0,1.0,0.0,0.0,0.05,0.0,0.6,0.4,0.3125,0.54375,0.765625,0.625,0.91875,0.925,0.5,0.0,30,5,20,1,5,5,0.6,16,98,perturbation_magnitude,0.4
4,1.0,0.2,0.0,0.0,0.2,0.7,1.0,1.0,1.0,0.3125,0.54375,0.765625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,98,perturbation_magnitude,0.4
8,1.0,1.0,0.0,0.23333333333333334,1.0,1.0,1.0,1.0,1.0,0.3125,0.54375,0.765625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,98,perturbation_magnitude,0.4
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3125,0.54375,0.765625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,98,perturbation_magnitude,0.4
2,0.4,0.0,1.0,0.0,0.0,0.05,0.0,0.2,0.6,0.28229166666666666,0.54375,0.778125,0.625,0.925,0.925,0.4,0.0,30,5,20,1,5,5,0.2,16,99,perturbation_magnitude,0.4
4,1.0,0.2,0.0,0.0,0.2,1.0,1.0,1.0,1.0,0.28229166666666666,0.54375,0.778125,0.625,0.925,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,99,perturbation_magnitude,0.4
8,1.0,1.0,0.0,0.2,1.0,1.0,1.0,1.0,1.0,0.28229166666666666,0.54375,0.778125,0.625,0.925,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,99,perturbation_magnitude,0.4
16,1.0,1.0,0.0,0.6333333333333333,1.0,1.0,1.0,1.0,1.0,0.28229166666666666,0.54375,0.778125,0.625,0.925,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,99,perturbation_magnitude,0.4
2,0.4,0.0,1.0,0.0,0.0,0.05,0.0,0.6,0.2,0.290625,0.53125,0.76875,0.625,0.91875,0.925,0.4,0.0,30,5,20,1,5,5,0.6,16,100,perturbation_magnitude,0.6
4,1.0,0.4,0.0,0.0,0.4,0.7,1.0,1.0,1.0,0.290625,0.53125,0.76875,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,100,perturbation_magnitude,0.6
8,1.0,1.0,0.0,0.2,1.0,1.0,1.0,1.0,1.0,0.290625,0.53125,0.76875,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,100,perturbation_magnitude,0.6
16,1.0,1.0,0.0,0.8666666666666667,1.0,1.0,1.0,1.0,1.0,0.290625,0.53125,0.76875,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,100,perturbation_magnitude,0.6
2,0.6000000000000001,0.0,1.0,0.0,0.0,0.2,0.0,0.4,0.8,0.33958333333333335,0.55,0.778125,0.625,0.91875,0.925,0.6000000000000001,0.0,30,5,20,1,5,5,0.4,16,101,perturbation_magnitude,0.6
4,1.0,0.2,0.0,0.0,0.2,0.65,1.0,1.0,1.0,0.33958333333333335,0.55,0.778125,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,101,perturbation_magnitude,0.6
8,1.0,1.0,0.0,0.26666666666666666,1.0,1.0,1.0,1.0,1.0,0.33958333333333335,0.55,0.778125,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,101,perturbation_magnitude,0.6
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33958333333333335,0.55,0.778125,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,101,perturbation_magnitude,0.6
2,0.30000000000000004,0.0,1.0,0.0,0.0,0.05,0.0,0.2,0.4,0.328125,0.5625,0.7890625,0.625,0.91875,0.925,0.30000000000000004,0.0,30,5,20,1,5,5,0.2,16,102,perturbation_magnitude,0.6
4,1.0,0.2,0.0,0.0,0.2,1.0,1.0,1.0,1.0,0.328125,0.5625,0.7890625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,102,perturbation_magnitude,0.6
8,1.0,1.0,0.0,0.1,1.0,1.0,1.0,1.0,1.0,0.328125,0.5625,0.7890625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,102,perturbation_magnitude,0.6
16,1.0,1.0,0.0,0.9,1.0,1.0,1.0,1.0,1.0,0.328125,0.5625,0.7890625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,102,perturbation_magnitude,0.6
2,0.5,0.0,1.0,0.0,0.0,0.05,0.0,0.6,0.4,0.321875,0.53125,0.7765625,0.625,0.9125,0.925,0.5,0.0,30,5,20,1,5,5,0.6,16,103,perturbation_magnitude,0.6
4,1.0,0.0,0.0,0.0,0.0,0.8,1.0,1.0,1.0,0.321875,0.53125,0.7765625,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,103,perturbation_magnitude,0.6
8,1.0,1.0,0.0,0.4,1.0,1.0,1.0,1.0,1.0,0.321875,0.53125,0.7765625,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,103,perturbation_magnitude,0.6
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.321875,0.53125,0.7765625,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,103,perturbation_magnitude,0.6
2,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2677083333333333,0.525,0.734375,0.625,0.9,0.925,0.3,0.0,30,5,20,1,5,5,0.0,16,104,perturbation_magnitude,0.6
4,1.0,0.0,1.0,0.0,0.0,0.55,0.0,1.0,1.0,0.2677083333333333,0.525,0.734375,0.625,0.9,0.925,1.0,0.0,30,5,20,1,5,5,1.0,8,104,perturbation_magnitude,0.6
8,1.0,1.0,0.0,0.3,1.0,0.85,1.0,1.0,1.0,0.2677083333333333,0.525,0.734375,0.625,0.9,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,104,perturbation_magnitude,0.6
16,1.0,1.0,0.0,0.9,1.0,1.0,1.0,1.0,1.0,0.2677083333333333,0.525,0.734375,0.625,0.9,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,104,perturbation_magnitude,0.6
2,0.8,0.0,1.0,0.0,0.0,0.55,0.0,0.6,1.0,0.36875,0.53125,0.809375,0.625,0.91875,0.925,0.8,0.0,30,5,20,1,5,5,0.6,16,105,perturbation_magnitude,0.6
4,1.0,0.0,0.0,0.0,0.0,0.7,1.0,1.0,1.0,0.36875,0.53125,0.809375,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,105,perturbation_magnitude,0.6
8,1.0,1.0,0.0,0.5333333333333333,1.0,1.0,1.0,1.0,1.0,0.36875,0.53125,0.809375,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,105,perturbation_magnitude,0.6
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36875,0.53125,0.809375,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,105,perturbation_magnitude,0.6
2,0.6000000000000001,0.2,0.0,0.0,0.2,0.15,1.0,0.4,0.8,0.30833333333333335,0.525,0.7609375,0.625,0.91875,0.925,-0.3999999999999999,1.0,30,5,20,1,5,5,0.4,16,106,perturbation_magnitude,0.6
4,1.0,0.8,0.0,0.03333333333333333,0.8,1.0,1.0,1.0,1.0,0.30833333333333335,0.525,0.7609375,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,106,perturbation_magnitude,0.6
8,1.0,1.0,0.0,0.1,1.0,1.0,1.0,1.0,1.0,0.30833333333333335,0.525,0.7609375,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,106,perturbation_magnitude,0.6
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.30833333333333335,0.525,0.7609375,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,106,perturbation_magnitude,0.6
2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.3229166666666667,0.525,0.7609375,0.625,0.90625,0.925,-0.8,1.0,30,5,20,1,5,5,0.0,16,107,perturbation_magnitude,0.6
4,0.9,0.6,0.0,0.0,0.6,0.55,1.0,0.8,1.0,0.3229166666666667,0.525,0.7609375,0.625,0.90625,0.925,-0.09999999999999998,1.0,30,5,20,1,5,5,0.8,8,107,perturbation_magnitude,0.6
8,1.0,1.0,0.0,0.6,1.0,1.0,1.0,1.0,1.0,0.3229166666666667,0.525,0.7609375,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,107,perturbation_magnitude,0.6
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3229166666666667,0.525,0.7609375,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,107,perturbation_magnitude,0.6
2,0.4,0.0,0.0,0.0,0.0,0.05,1.0,0.0,0.8,0.35520833333333335,0.54375,0.746875,0.625,0.9,0.925,-0.6,1.0,30,5,20,1,5,5,0.0,16,108,perturbation_magnitude,0.6
4,1.0,0.2,0.0,0.0,0.2,0.5,1.0,1.0,1.0,0.35520833333333335,0.54375,0.746875,0.625,0.9,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,108,perturbation_magnitude,0.6
8,1.0,1.0,0.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,0.35520833333333335,0.54375,0.746875,0.625,0.9,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,108,perturbation_magnitude,0.6
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35520833333333335,0.54375,0.746875,0.625,0.9,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,108,perturbation_magnitude,0.6
2,0.5,0.0,1.0,0.0,0.0,0.05,0.0,0.2,0.8,0.3177083333333333,0.5375,0.7703125,0.625,0.9125,0.925,0.5,0.0,30,5,20,1,5,5,0.2,16,109,perturbation_magnitude,0.6
4,1.0,0.4,0.0,0.0,0.4,0.8,1.0,1.0,1.0,0.3177083333333333,0.5375,0.7703125,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,109,perturbation_magnitude,0.6
8,1.0,1.0,0.0,0.03333333333333333,1.0,0.95,1.0,1.0,1.0,0.3177083333333333,0.5375,0.7703125,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,109,perturbation_magnitude,0.6
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3177083333333333,0.5375,0.7703125,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,109,perturbation_magnitude,0.6
2,0.5,0.0,1.0,0.0,0.0,0.05,0.0,0.6,0.4,0.35625,0.55625,0.79375,0.625,0.91875,0.925,0.5,0.0,30,5,20,1,5,5,0.6,16,110,perturbation_magnitude,0.8
4,1.0,0.4,0.0,0.0,0.4,0.85,1.0,1.0,1.0,0.35625,0.55625,0.79375,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,110,perturbation_magnitude,0.8
8,1.0,1.0,0.0,0.4,1.0,1.0,1.0,1.0,1.0,0.35625,0.55625,0.79375,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,110,perturbation_magnitude,0.8
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35625,0.55625,0.79375,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,110,perturbation_magnitude,0.8
2,0.5,0.0,1.0,0.0,0.0,0.05,0.0,0.4,0.6,0.33645833333333336,0.5375,0.8015625,0.625,0.91875,0.925,0.5,0.0,30,5,20,1,5,5,0.4,16,111,perturbation_magnitude,0.8
4,1.0,0.0,1.0,0.0,0.0,0.85,0.0,1.0,1.0,0.33645833333333336,0.5375,0.8015625,0.625,0.91875,0.925,1.0,0.0,30,5,20,1,5,5,1.0,8,111,perturbation_magnitude,0.8
8,1.0,1.0,0.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,0.33645833333333336,0.5375,0.8015625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,111,perturbation_magnitude,0.8
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33645833333333336,0.5375,0.8015625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,111,perturbation_magnitude,0.8
2,0.5,0.0,1.0,0.0,0.0,0.15,0.0,0.4,0.6,0.3885416666666667,0.54375,0.7875,0.625,0.91875,0.925,0.5,0.0,30,5,20,1,5,5,0.4,16,112,perturbation_magnitude,0.8
4,1.0,0.0,0.0,0.0,0.0,0.7,1.0,1.0,1.0,0.3885416666666667,0.54375,0.7875,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,112,perturbation_magnitude,0.8
8,1.0,1.0,0.0,0.1,1.0,1.0,1.0,1.0,1.0,0.3885416666666667,0.54375,0.7875,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,112,perturbation_magnitude,0.8
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3885416666666667,0.54375,0.7875,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,112,perturbation_magnitude,0.8
2,0.8,0.0,1.0,0.0,0.0,0.45,0.0,0.8,0.8,0.3333333333333333,0.5375,0.7703125,0.625,0.91875,0.925,0.8,0.0,30,5,20,1,5,5,0.8,16,113,perturbation_magnitude,0.8
4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5375,0.7703125,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,113,perturbation_magnitude,0.8
8,1.0,0.8,0.0,0.03333333333333333,0.8,1.0,1.0,1.0,1.0,0.3333333333333333,0.5375,0.7703125,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,113,perturbation_magnitude,0.8
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5375,0.7703125,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,113,perturbation_magnitude,0.8
2,0.6000000000000001,0.0,1.0,0.0,0.0,0.3,0.0,0.4,0.8,0.3541666666666667,0.55,0.771875,0.625,0.90625,0.925,0.6000000000000001,0.0,30,5,20,1,5,5,0.4,16,114,perturbation_magnitude,0.8
4,0.9,0.0,1.0,0.0,0.0,0.55,0.0,0.8,1.0,0.3541666666666667,0.55,0.771875,0.625,0.90625,0.925,0.9,0.0,30,5,20,1,5,5,0.8,8,114,perturbation_magnitude,0.8
8,1.0,1.0,0.0,0.8,1.0,1.0,1.0,1.0,1.0,0.3541666666666667,0.55,0.771875,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,114,perturbation_magnitude,0.8
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3541666666666667,0.55,0.771875,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,114,perturbation_magnitude,0.8
2,0.6,0.0,1.0,0.0,0.0,0.5,0.0,0.2,1.0,0.32708333333333334,0.53125,0.7484375,0.625,0.9,0.925,0.6,0.0,30,5,20,1,5,5,0.2,16,115,perturbation_magnitude,0.8
4,1.0,0.0,1.0,0.0,0.0,0.65,0.0,1.0,1.0,0.32708333333333334,0.53125,0.7484375,0.625,0.9,0.925,1.0,0.0,30,5,20,1,5,5,1.0,8,115,perturbation_magnitude,0.8
8,1.0,1.0,0.0,0.6,1.0,1.0,1.0,1.0,1.0,0.32708333333333334,0.53125,0.7484375,0.625,0.9,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,115,perturbation_magnitude,0.8
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32708333333333334,0.53125,0.7484375,0.625,0.9,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,115,perturbation_magnitude,0.8
2,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.6,0.325,0.5375,0.753125,0.625,0.9,0.925,0.4,0.0,30,5,20,1,5,5,0.2,16,116,perturbation_magnitude,0.8
4,1.0,0.0,0.0,0.0,0.0,0.55,1.0,1.0,1.0,0.325,0.5375,0.753125,0.625,0.9,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,116,perturbation_magnitude,0.8
8,1.0,0.8,0.0,0.03333333333333333,0.8,0.9,1.0,1.0,1.0,0.325,0.5375,0.753125,0.625,0.9,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,116,perturbation_magnitude,0.8
16,1.0,1.0,0.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.325,0.5375,0.753125,0.625,0.9,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,116,perturbation_magnitude,0.8
2,0.4,0.0,1.0,0.0,0.0,0.05,0.0,0.4,0.4,0.4,0.55,0.7765625,0.625,0.9,0.925,0.4,0.0,30,5,20,1,5,5,0.4,16,117,perturbation_magnitude,0.8
4,1.0,0.2,0.0,0.0,0.2,0.5,1.0,1.0,1.0,0.4,0.55,0.7765625,0.625,0.9,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,117,perturbation_magnitude,0.8
8,1.0,1.0,0.0,0.6,1.0,1.0,1.0,1.0,1.0,0.4,0.55,0.7765625,0.625,0.9,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,117,perturbation_magnitude,0.8
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.55,0.7765625,0.625,0.9,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,117,perturbation_magnitude,0.8
2,0.4,0.0,0.0,0.0,0.0,0.15,1.0,0.2,0.6,0.2625,0.525,0.7390625,0.625,0.90625,0.925,-0.6,1.0,30,5,20,1,5,5,0.2,16,118,perturbation_magnitude,0.8
4,0.9,0.6,0.0,0.0,0.6,0.55,1.0,0.8,1.0,0.2625,0.525,0.7390625,0.625,0.90625,0.925,-0.09999999999999998,1.0,30,5,20,1,5,5,0.8,8,118,perturbation_magnitude,0.8
8,1.0,1.0,0.0,0.13333333333333333,1.0,1.0,1.0,1.0,1.0,0.2625,0.525,0.7390625,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,118,perturbation_magnitude,0.8
16,1.0,1.0,0.0,0.7333333333333333,1.0,1.0,1.0,1.0,1.0,0.2625,0.525,0.7390625,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,118,perturbation_magnitude,0.8
2,0.4,0.0,1.0,0.0,0.0,0.05,0.0,0.2,0.6,0.28125,0.525,0.75,0.625,0.90625,0.925,0.4,0.0,30,5,20,1,5,5,0.2,16,119,perturbation_magnitude,0.8
4,0.9,0.2,0.0,0.0,0.2,0.55,1.0,0.8,1.0,0.28125,0.525,0.75,0.625,0.90625,0.925,-0.09999999999999998,1.0,30,5,20,1,5,5,0.8,8,119,perturbation_magnitude,0.8
8,1.0,1.0,0.0,0.03333333333333333,1.0,0.85,1.0,1.0,1.0,0.28125,0.525,0.75,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,119,perturbation_magnitude,0.8
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28125,0.525,0.75,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,119,perturbation_magnitude,0.8
2,0.5,0.0,1.0,0.0,0.0,0.05,0.0,0.4,0.6,0.33541666666666664,0.53125,0.7578125,0.625,0.9125,0.925,0.5,0.0,30,5,20,1,5,5,0.4,16,120,entropy_growth_rate,0.0
4,0.9,0.0,0.0,0.0,0.0,0.55,1.0,0.8,1.0,0.33541666666666664,0.53125,0.7578125,0.625,0.9125,0.925,-0.09999999999999998,1.0,30,5,20,1,5,5,0.8,8,120,entropy_growth_rate,0.0
8,1.0,0.8,0.0,0.03333333333333333,0.8,1.0,1.0,1.0,1.0,0.33541666666666664,0.53125,0.7578125,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,120,entropy_growth_rate,0.0
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33541666666666664,0.53125,0.7578125,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,120,entropy_growth_rate,0.0
2,0.4,0.0,1.0,0.0,0.0,0.05,0.0,0.2,0.6,0.2864583333333333,0.525,0.7578125,0.625,0.9125,0.925,0.4,0.0,30,5,20,1,5,5,0.2,16,121,entropy_growth_rate,0.0
4,1.0,0.2,0.0,0.0,0.2,0.8,1.0,1.0,1.0,0.2864583333333333,0.525,0.7578125,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,121,entropy_growth_rate,0.0
8,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.2864583333333333,0.525,0.7578125,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,121,entropy_growth_rate,0.0
16,1.0,1.0,0.0,0.6,1.0,1.0,1.0,1.0,1.0,0.2864583333333333,0.525,0.7578125,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,121,entropy_growth_rate,0.0
2,0.5,0.0,1.0,0.0,0.0,0.05,0.0,0.4,0.6,0.28854166666666664,0.53125,0.7625,0.625,0.9125,0.925,0.5,0.0,30,5,20,1,5,5,0.4,16,122,entropy_growth_rate,0.0
4,0.9,0.0,1.0,0.0,0.0,0.6,0.0,0.8,1.0,0.28854166666666664,0.53125,0.7625,0.625,0.9125,0.925,0.9,0.0,30,5,20,1,5,5,0.8,8,122,entropy_growth_rate,0.0
8,1.0,1.0,0.0,0.1,1.0,1.0,1.0,1.0,1.0,0.28854166666666664,0.53125,0.7625,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,122,entropy_growth_rate,0.0
16,1.0,1.0,0.0,0.5333333333333333,1.0,1.0,1.0,1.0,1.0,0.28854166666666664,0.53125,0.7625,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,122,entropy_growth_rate,0.0
2,0.6000000000000001,0.0,1.0,0.0,0.0,0.2,0.0,0.8,0.4,0.32916666666666666,0.55,0.759375,0.625,0.9125,0.925,0.6000000000000001,0.0,30,5,20,1,5,5,0.8,16,123,entropy_growth_rate,0.0
4,1.0,0.4,0.0,0.0,0.4,0.7,1.0,1.0,1.0,0.32916666666666666,0.55,0.759375,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,123,entropy_growth_rate,0.0
8,1.0,1.0,0.0,0.4,1.0,0.95,1.0,1.0,1.0,0.32916666666666666,0.55,0.759375,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,123,entropy_growth_rate,0.0
16,1.0,1.0,0.0,0.8,1.0,1.0,1.0,1.0,1.0,0.32916666666666666,0.55,0.759375,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,123,entropy_growth_rate,0.0
2,0.4,0.0,1.0,0.0,0.0,0.1,0.0,0.4,0.4,0.359375,0.54375,0.790625,0.625,0.91875,0.925,0.4,0.0,30,5,20,1,5,5,0.4,16,124,entropy_growth_rate,0.0
4,1.0,0.4,0.0,0.03333333333333333,0.4,0.8,1.0,1.0,1.0,0.359375,0.54375,0.790625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,124,entropy_growth_rate,0.0
8,1.0,1.0,0.0,0.5666666666666667,1.0,1.0,1.0,1.0,1.0,0.359375,0.54375,0.790625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,124,entropy_growth_rate,0.0
16,1.0,1.0,0.0,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,0.359375,0.54375,0.790625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,124,entropy_growth_rate,0.0
2,0.4,0.0,1.0,0.0,0.0,0.05,0.0,0.2,0.6,0.3625,0.55625,0.7859375,0.625,0.91875,0.925,0.4,0.0,30,5,20,1,5,5,0.2,16,125,entropy_growth_rate,0.0
4,1.0,1.0,0.0,0.2,1.0,0.85,1.0,1.0,1.0,0.3625,0.55625,0.7859375,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,125,entropy_growth_rate,0.0
8,1.0,1.0,0.0,0.6,1.0,1.0,1.0,1.0,1.0,0.3625,0.55625,0.7859375,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,125,entropy_growth_rate,0.0
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3625,0.55625,0.7859375,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,125,entropy_growth_rate,0.0
2,0.5,0.0,1.0,0.0,0.0,0.05,0.0,0.6,0.4,0.30833333333333335,0.53125,0.7875,0.625,0.91875,0.925,0.5,0.0,30,5,20,1,5,5,0.6,16,126,entropy_growth_rate,0.0
4,1.0,0.0,1.0,0.0,0.0,0.8,0.0,1.0,1.0,0.30833333333333335,0.53125,0.7875,0.625,0.91875,0.925,1.0,0.0,30,5,20,1,5,5,1.0,8,126,entropy_growth_rate,0.0
8,1.0,1.0,0.0,0.13333333333333333,1.0,1.0,1.0,1.0,1.0,0.30833333333333335,0.53125,0.7875,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,126,entropy_growth_rate,0.0
16,1.0,1.0,0.0,0.7333333333333333,1.0,1.0,1.0,1.0,1.0,0.30833333333333335,0.53125,0.7875,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,126,entropy_growth_rate,0.0
2,0.6,0.0,1.0,0.0,0.0,0.1,0.0,0.6,0.6,0.3416666666666667,0.55,0.7890625,0.625,0.91875,0.925,0.6,0.0,30,5,20,1,5,5,0.6,16,127,entropy_growth_rate,0.0
4,1.0,0.0,1.0,0.0,0.0,0.7,0.0,1.0,1.0,0.3416666666666667,0.55,0.7890625,0.625,0.91875,0.925,1.0,0.0,30,5,20,1,5,5,1.0,8,127,entropy_growth_rate,0.0
